user_id,display_name,reputation,gold_badges,silver_badges,bronze_badges
248534,M.A. Hanin,8074,0,35,51
896302,Valentin,8074,5,34,38
1743833,superphonic,8074,6,34,64
720346,Steffen,8073,1,29,34
834833,Philippe Plantier,8073,3,28,40
1255817,turtle,8073,20,70,103
1360817,Thomas R.,8073,3,31,39
1953801,Phuc Tran,8073,1,42,28
227228,Damian,8072,4,44,43
293511,Ben Hocking,8072,5,38,53
948350,Alex,8072,7,43,61
1585017,multigoodverse,8072,19,66,111
3961477,Jake Kaupp,8072,2,27,36
4139856,Ranjeet,8072,1,15,18
102498,Meinersbur,8071,1,29,29
304138,Mormegil,8071,4,43,80
447429,Imran Omar Bukhsh,8071,13,63,81
485146,Maggie,8071,8,48,68
656606,Sergey,8071,16,51,77
660982,jpihl,8071,3,38,51
884079,Ramprasad,8071,20,76,137
1181328,user1181328,8071,2,15,4
3886183,dlsso,8071,2,23,32
8411088,Mohamed MILADI,8071,1,13,10
59220,Garrett,8070,2,43,42
337902,deepak,8070,5,25,27
609158,Rob,8070,3,18,12
1777480,Vignesh Pichamani,8070,22,80,117
3280,Alexandru Nedelcu,8069,2,35,39
8051,Jim Hudson,8069,2,25,15
123340,Niels Castle,8069,0,37,58
819720,Marcus Vin&#237;cius Monteiro,8069,5,32,40
1249219,Om Shankar,8069,4,37,54
6022243,Roy,8069,4,27,48
170876,Gordon Seidoh Worley,8068,7,49,88
190657,jowie,8068,8,59,94
1230724,orange,8068,15,86,152
4092205,Tony Graham,8068,0,15,20
30632,Gabe Hollombe,8067,5,41,46
98740,William,8067,5,40,43
111065,Pherrymason,8067,8,40,58
327771,Thea,8067,6,29,41
333125,Mithun,8067,6,55,73
816449,Bunyk,8067,8,50,85
1317840,user182944,8067,36,111,182
6068294,ClimateUnboxed,8067,6,45,98
4558,Chris AtLee,8066,3,30,27
93370,A Lee,8066,4,37,50
262325,arachide,8066,18,75,140
333880,JT.,8066,1,16,10
809821,Rukshan,8066,6,44,64
2986116,J&#233;r&#244;me,8066,4,32,36
5741460,Yoav Glazner,8066,1,22,36
23705,Windows programmer,8065,1,24,23
640053,Christian Benseler,8065,9,41,73
1232447,maximus ツ,8065,3,27,55
1379292,Harikrishnan,8065,14,68,113
1952109,User314159,8065,10,43,65
4525938,winhowes,8065,5,30,41
8350143,Rahul Shukla,8065,3,16,26
122994,Santanu,8064,7,28,24
449071,Guillaume Mass&#233;,8064,8,47,57
1261153,Adam Ryczkowski,8064,14,49,73
1370986,Milan Cermak,8064,3,47,60
4154375,pjh,8064,2,19,20
67707,MrEvil,8063,7,37,36
459329,Patrick,8063,12,55,91
2105048,rlotun,8063,4,29,23
15992,pcorcoran,8062,6,30,26
341950,indiPy,8062,3,30,39
413570,rodrigoalvesvieira,8062,15,65,85
1783311,0x1ad2,8062,9,37,48
139922,Joe Cheng,8061,0,43,37
718925,asclepix,8061,3,33,44
1081569,Paulo Almeida,8061,0,30,36
1305947,Joel G Mathew,8061,15,61,93
2964982,FunkySayu,8061,11,43,63
140330,xjq233p_1,8060,13,63,108
5361130,ponury-kostek,8060,5,25,32
20417,Aleris,8059,4,38,42
360101,vardhan,8059,3,17,3
534862,Lionel Chan,8059,5,42,70
815180,DaveHeller,8059,3,20,9
1592915,apprenticeDev,8059,3,24,25
6510497,Aguy,8059,6,32,59
6112,Peter Bernier,8058,6,40,53
6713,Matthew Steeples,8058,4,38,50
33689,ThaDon,8058,10,57,85
602554,Michael Jasper,8058,4,42,60
1141356,intelis,8058,14,60,104
1360984,Harmlezz,8058,0,28,37
1449637,Greg Peckory,8058,21,73,118
2309704,Siva,8058,6,50,54
2715073,Pankaj,8058,7,43,67
3131203,keshlam,8058,2,22,33
113019,Ollie Saunders,8057,3,30,37
562721,jny,8057,3,39,56
6386350,TakeSoUp,8057,7,17,20
824624,user824624,8056,34,118,208
928191,monfresh,8056,1,27,22
11928099,marian.vladoi,8056,1,18,31
5246,sirrocco,8055,4,62,83
30025,Fiona,8055,4,21,8
97902,ry.,8055,1,21,10
161182,Patrick Fisher,8055,5,37,28
343263,refaelos,8055,8,39,55
391649,Dean,8055,9,31,32
680372,pylover,8055,8,52,73
751564,Prusprus,8055,9,43,58
1036138,Tharaka Wijebandara,8055,1,32,50
1420480,DrWooolie,8055,7,21,19
1769515,a14m,8055,8,54,71
2909897,mbigras,8055,13,62,117
8725395,MD SHAYON,8055,0,54,43
40956,Drew Dara-Abrams,8054,11,42,48
60593,kazanaki,8054,8,54,79
156460,bhatt4982,8054,2,27,18
260313,rturrado,8054,7,44,64
1090367,Selah,8054,10,53,63
2171490,keeehlan,8054,16,58,105
104451,Alexander Poluektov,8053,1,29,32
249237,Kninnug,8053,1,33,45
456167,G&#244;T&#244;,8053,3,36,45
1053818,clemlatz,8053,5,40,53
1186899,Deepesh,8053,3,29,45
95033,Wolfram,8052,3,47,68
239545,wroniasty,8052,2,34,24
3344695,zayquan,8052,2,32,40
3384193,kchak,8052,4,21,34
664345,Liyan Chang,8051,3,40,62
31515,gilm,8050,3,43,42
275643,Jason Towne,8050,5,56,70
670400,codeperson,8050,5,33,53
1069556,Stefan Holdermans,8050,1,28,31
815386,zb&#39;,8049,3,43,68
1368582,Tushar,8049,0,33,39
1399275,Rob Scott,8049,7,41,64
1900520,Corvus,8049,9,47,73
2907751,jose920405,8049,6,47,74
3745817,Jeffrey Sun,8049,1,25,17
5131711,followed Monica to Codidact,8049,1,25,40
6414,Henry B,8047,11,44,47
650690,Petran,8047,22,71,111
1248974,chickity china chinese chicken,8047,2,23,56
1477407,Andy Holmes,8047,10,54,91
1763061,AuthorProxy,8047,4,30,42
3025981,Ilya V. Schurov,8047,4,48,82
3985071,Arpit Patel,8047,5,62,78
6164172,Troskyvs,8047,12,57,137
230550,Bodman,8046,3,31,34
279573,Rene Terstegen,8046,18,54,75
736864,flyingL123,8046,12,74,137
751061,NHDaly,8046,4,43,47
2800058,pjcunningham,8046,1,40,51
3581539,Kirill,8046,5,60,101
5257399,Birchlabs,8046,5,36,57
6300,Mladen Janković,8045,3,24,26
370940,L&#232;se majest&#233;,8045,3,34,45
1544915,Max,8045,10,36,39
2292723,Serial,8045,14,54,74
617615,Simon Smith,8044,2,31,40
788883,hoipolloi,8044,2,28,28
1035375,dre-hh,8044,2,35,46
1262865,john16384,8044,3,33,46
2540037,Michael K. Borregaard,8044,2,29,37
3857701,Marcin,8044,9,53,101
4504639,betafractal,8044,1,14,12
5999620,Felix Weis,8044,1,13,6
18548,Ritesh M Nayak,8043,14,51,78
61339,JeffO,8043,3,46,54
129782,s.m.,8043,2,39,48
174682,Zamboni,8043,5,47,52
207072,sc_ray,8043,13,67,100
571230,Karol,8043,12,51,68
897090,Nelson Tatius,8043,9,52,72
4528159,Fabrizio,8043,6,54,115
11854986,Ken Lee,8043,3,12,33
178728,stratis,8042,13,59,101
332893,sdoca,8042,25,74,128
486845,simonbs,8042,13,73,117
953068,Joe,8042,18,57,85
1616488,Wakan Tanka,8042,19,78,131
2577852,Michael Gaskill,8042,10,39,44
10026074,Jan Rieke,8042,3,22,35
21972629,jQueeny,8042,3,6,26
26604,Kyle Heironimus,8041,8,41,53
321730,cdyson37,8041,3,26,16
450274,Asken,8041,10,49,82
1482899,Mudassir Ali,8041,4,33,60
3898,Miles D,8040,5,35,36
14092,tloach,8040,1,35,44
694877,Prashant,8040,3,26,25
718341,Matt Rowles,8040,21,57,89
2314443,Gerard de Visser,8040,9,53,62
4896493,Sergey Mell,8040,1,28,52
39624,AlexDrenea,8039,1,34,51
52302,dmyung,8039,5,29,22
179034,Mikhail.Mamaev,8039,6,26,29
5790,Alex Duggleby,8038,5,40,44
75946,dkarzon,8038,10,50,61
563189,Dunc,8038,10,33,39
659988,brentvatne,8038,5,43,60
962696,JonnyRaa,8038,6,48,50
1132522,Andrew,8038,1,28,25
1759443,Kyle Venn,8038,1,44,68
11112,tsilb,8037,14,73,100
1014758,Fred Kleuver,8037,2,29,38
1171775,Tom Spencer,8037,4,58,51
1304251,Enrico Ros,8037,2,14,6
1438242,Jon Senchyna,8037,2,27,46
2071506,BBedit,8037,10,39,54
2841837,Demis Palma ツ,8037,1,27,28
4375351,Joel Almeida,8037,5,27,51
13629335,Thingamabobs,8037,6,27,63
226814,Kyle Lutz,8036,2,23,24
267702,gonzobrains,8036,14,87,134
363688,sleepynate,8036,3,28,39
398885,d-live,8036,3,23,16
405559,tauran,8036,6,43,49
667154,David Avsajanishvili,8036,2,23,25
919426,tinonetic,8036,11,56,83
3086,Ignacio,8035,15,64,74
67378,solsberg,8035,4,23,12
121725,cerberos,8035,5,42,44
324417,DixieFlatline,8035,24,98,149
1313441,Adrian Hall,8035,1,19,26
509477,Chris,8034,1,29,38
803083,sailor,8034,4,27,34
1335921,SohailAziz,8034,6,42,43
5185570,Peter G.,8034,21,83,157
33721,Kevin Wilson,8033,8,37,39
359532,Michael Ozeryansky,8033,5,53,69
417024,Sadeq,8033,5,35,46
639441,divillysausages,8033,4,28,40
974733,Mark Vincze,8033,10,47,83
1368342,JonasVautherin,8033,6,57,110
1531130,hamed,8033,16,64,119
1586390,Sorceri,8033,2,31,40
5106154,Jayasurya Satheesh,8033,3,24,40
11232091,moys,8033,3,16,49
25191,Glenn,8032,3,31,39
74819,Aric TenEyck,8032,1,36,49
771663,Massimiliano,8032,2,50,63
3946958,Ravindra Kushwaha,8032,14,58,109
48087,airmind,8031,4,20,6
1455028,Dayan,8031,11,52,78
1821749,Eduard Gamonal,8031,5,43,48
4850646,Lucas Basquerotto,8031,5,51,66
929075,Ion Aalbers,8030,3,40,50
2108250,Nick Kline,8030,1,16,5
2262522,zer0uno,8030,14,63,93
17876,idrosid,8029,5,47,41
495557,Mohamed Khamis,8029,10,41,59
1755720,Oliver Atkinson,8029,0,35,44
4192691,varad,8029,21,66,114
256843,Florian Pilz,8028,4,24,31
314290,Mikhail,8028,13,67,143
849939,Tomer Mor,8028,5,30,43
221612,Kenny Meyer,8027,6,48,70
761547,Alex Grande,8027,1,29,30
1031900,Ofir Farchy,8027,7,41,58
1534269,john,8027,0,30,27
2326961,G&#233;ry Ogam,8027,5,47,84
18721,hsivonen,8026,1,35,36
85443,synergetic,8026,11,67,109
784648,A. J. Parr,8026,2,33,46
1121817,Nathan,8026,8,38,47
2404988,C4stor,8026,7,32,52
5351721,Sean,8026,4,26,52
9811836,Ignacio Mill&#225;n,8026,1,29,29
1683,Scott Marlowe,8025,12,46,52
392445,wligtenberg,8025,3,26,29
652731,keiththomps,8025,3,16,17
1305461,felipe,8025,3,29,39
1453643,rudivonstaden,8025,5,28,42
1453907,John Hoerr,8025,2,32,42
1560697,NoName,8025,15,60,114
1819280,d1jhoni1b,8025,1,53,37
1947933,Babasaheb Gosavi,8025,1,16,14
2800939,jxn,8025,31,102,175
5287931,ehab,8024,1,27,31
12082,decasteljau,8023,10,43,60
733809,maclunian,8023,10,38,45
909297,Devaroop,8023,2,38,34
1239966,Shivam Verma,8023,3,27,34
2212678,inostia,8023,3,33,34
304849,Goblin,8022,3,37,40
852081,bobek,8022,8,40,76
13500986,Mrk Sef,8022,1,13,25
321187,Frost.baka,8021,2,23,18
931938,btse,8021,3,27,31
1575670,majom,8021,7,57,90
2326672,Punnerud,8021,2,57,45
3149327,Jon,8021,10,58,106
184077,Jason Webb,8020,9,43,49
276478,janmoesen,8020,1,24,19
1162102,Andrew Clear,8020,5,29,35
1488915,Peon,8020,7,60,104
1797000,hdante,8020,3,34,36
2422230,Chris,8020,6,40,72
2537996,Jaimin,8020,2,26,32
2830603,Hash,8020,9,37,53
11206,Dark Shikari,8019,4,28,38
248643,Sulla,8019,9,48,71
1886357,eric,8019,15,83,150
2490608,Andreas,8019,2,30,37
2797457,Jason Shirk,8019,2,27,30
7732200,Oleh Rybalchenko,8019,4,25,40
314649,Tom Cabanski,8018,2,23,25
8242698,user0042,8018,3,26,41
170961,matiit,8017,5,43,65
250301,Joel A. Villarreal Bertoldi,8017,8,37,51
663279,David Mulder,8017,12,46,61
257,Josh,8016,5,43,63
88069,Sonny Boy,8016,19,79,105
260122,clacke,8016,6,51,48
389812,gdw2,8016,4,48,49
456135,Anupam,8016,3,43,63
1267363,davidjhp,8016,11,38,56
190145,Philip Wallace,8015,3,30,40
3593082,Edwin Liu,8015,3,29,30
164176,user164176,8014,1,17,2
644274,Harshad,8014,3,26,42
1414799,Pramod Kumar,8014,5,29,37
4075374,Rory McKinnel,8014,2,19,29
2068581,richsilv,8013,1,24,29
2143128,Ratul Sharker,8013,4,38,46
6923555,rodrigocfd,8013,8,45,79
24073,neilco,8012,2,38,41
230454,mg.,8012,1,28,32
237877,Lorin Rivers,8012,1,20,9
712818,Pramod Kumar Sharma,8012,5,29,53
881456,Greg Parker,8012,2,25,21
1218985,1218985,8012,2,28,33
2384465,Alok Patel,8012,6,32,48
85815,Sagi,8011,3,27,25
1006422,Jerome Anthony,8011,2,43,32
1196043,regular,8011,1,15,19
2189922,Jensd,8011,2,30,38
2725810,AlwaysLearning,8011,5,43,87
1685,tsimon,8010,2,33,44
1034082,PCoelho,8010,11,34,36
251267,Dave Black,8009,2,57,45
665335,Pingpong,8009,24,99,226
914763,jeremyjjbrown,8009,5,44,56
5211377,Collective Action,8009,15,47,63
35128,Adrian Zanescu,8008,6,38,54
479760,Sebastian Piu,8008,1,34,51
898783,balping,8008,3,27,36
2334092,AbtPst,8008,21,94,187
2436109,tenbits,8008,5,37,57
4518882,nodejh,8008,1,23,24
386182,Taylor Bird,8007,1,26,31
2536267,Habeeb,8007,1,31,34
68534,jmoz,8006,5,32,33
518251,Cameron Ketcham,8006,2,30,27
765298,Losiowaty,8006,2,33,47
1387670,OneChillDude,8006,10,42,81
29762,Ryan,8005,2,31,37
297850,user297850,8005,19,58,79
351836,Sebastian,8005,2,40,72
3914072,Rajab Shakirov,8005,8,29,42
5160136,JShinigami,8005,3,18,22
252687,Eser Ayg&#252;n,8004,1,22,31
516864,andreas,8004,9,54,76
571921,Nelson Ramirez,8004,7,30,34
1306394,shashwat,8004,9,60,94
1797425,Trevor,8004,6,33,52
57505,Thomas,8003,4,40,46
208013,Mirek Pluta,8003,1,34,23
1626719,tihom,8003,2,26,30
4002490,Aravind Krishna R.,8003,0,31,39
1183071,GoldenJoe,8002,9,60,96
1753703,mattnedrich,8002,9,42,47
2846766,mightypile,8002,3,40,44
4711754,Andrew Allen,8002,7,36,79
19254,Reunanen,8001,3,37,58
306060,Yanki Twizzy,8001,8,43,71
329801,thelaws,8001,6,36,54
1002218,Garth Mason,8001,5,34,40
1190965,nodakai,8001,4,35,62
1520211,Burak Arslan,8001,2,16,24
2376954,Leif &#197;strand,8001,0,14,19
3111311,user3111311,8001,7,35,53
3127812,Sambit,8001,7,40,72
4025874,Daniel Lee,8001,4,30,46
6333444,mousetail &#39;he-him&#39;,8001,5,29,52
828255,Ryan Stein,8000,3,25,38
859353,jcbwlkr,7999,2,23,28
303675,TheDelChop,7998,4,49,70
534386,Rutger van Baren,7998,2,26,24
814359,Kiarash,7998,10,46,72
295525,lbedogni,7997,8,32,51
328501,Jesse Dhillon,7997,1,35,34
952708,SlowLearner,7997,12,51,82
1802462,Tal,7997,7,41,62
2255198,flyingmeatball,7997,9,47,64
2275490,Vickel,7997,6,38,61
411709,Abidi,7996,14,46,67
657700,fjardon,7996,0,23,34
980917,AlexVPerl,7996,8,54,89
1487025,Prakash,7996,5,49,45
1500392,marlo,7996,5,30,35
2126513,Payam Khaninejad,7996,6,48,56
10462884,kcw78,7996,3,16,51
51442,gmoniey,7995,4,30,31
332019,Knowledge Craving,7995,13,51,92
604063,David Foster,7995,5,46,48
1262024,Smajl,7995,32,112,182
4850561,Haroldo Gondim,7995,11,45,64
21588207,JayashankarGS,7995,2,3,11
3105,Marcin,7994,7,46,51
30440,Jay S,7994,2,41,53
109815,Angel.King.47,7994,14,61,85
562363,Absurd-Mind,7994,5,38,49
875295,lezebulon,7994,11,47,85
349045,ghiboz,7993,22,88,135
492401,mfonda,7993,1,28,30
2140261,user2140261,7993,7,34,45
3120151,The Answerer,7993,1,13,2
1294495,Eric W.,7992,3,21,27
1537951,Waterboy,7992,1,16,5
1906362,Woody,7992,2,23,25
132867,chockenberry,7991,6,34,43
823441,Brian Hoover,7991,2,30,41
1425100,Jesse Leite,7991,3,19,17
2067264,Drunken Daddy,7991,18,78,109
3710481,patelarpan,7991,3,22,25
20893,Jason Kealey,7990,11,44,56
28896,Chris Simpson,7990,12,53,70
76363,voidstate,7990,4,43,53
363448,ndequeker,7990,7,62,94
1046738,jfly,7990,4,38,66
2282988,Sandeep Singh,7990,6,46,68
5734205,Ravinder Kumar,7990,3,31,59
20118901,Liqun Shen-MSFT,7990,2,5,16
2328,Craig H,7989,16,51,61
228843,Andriy Plokhotnyuk,7989,2,46,68
1017257,Drew Chapin,7989,6,61,86
1887645,Tom Wenseleers,7989,8,69,113
464958,karlgold,7988,2,31,22
662493,jellyfish,7988,11,38,49
1584167,udalmik,7988,0,28,42
1649372,Julien Le Coupanec,7988,9,56,70
3263659,Mercury,7988,3,51,62
281965,Ricky Levi,7987,1,63,70
2218597,Drudge Rajen,7987,4,24,43
50312,masfenix,7986,11,47,61
387710,plugmind,7986,4,35,39
431698,Jingguo Yao,7986,7,57,66
1187968,user1187968,7986,18,89,169
1215379,MikeTP,7986,16,46,59
1540264,Grisha Weintraub,7986,1,27,46
2400966,jbrown,7986,18,77,125
19939,Maciej Hehl,7985,1,25,23
164277,Kleist,7985,1,27,30
201251,Daniel Kurka,7985,2,26,43
259167,Graeme Rocher,7985,2,28,37
307308,scarver2,7985,2,54,63
834176,Keith Pinson,7985,9,63,107
1088866,bob,7985,2,50,43
1542339,hugemeow,7985,14,51,64
1576886,Chris Cogdon,7985,5,41,31
1642573,Giri Alwar,7985,1,14,2
1965396,William Seiti Mizuta,7985,3,33,23
5404226,Ahx,7985,3,29,51
933198,Lee Taylor,7984,16,37,53
1349673,James Hirschorn,7984,6,55,55
1416438,Matt Hintzke,7984,16,61,118
1492229,asmgx,7984,19,99,175
4829258,Tai,7984,3,30,49
1977799,lukyer,7983,3,40,31
135758,badgerr,7982,2,29,43
3196360,Nick Steele,7982,4,39,38
3590,hamishmcn,7981,11,42,46
23321,pgl,7981,2,25,31
23840,Walter,7981,2,32,30
403146,ShadowGod,7981,4,30,31
3390417,John Blum,7981,1,22,32
120322,Ashwani K,7980,21,64,105
455449,Petr Kozelka,7980,2,33,47
2240409,dazito,7980,16,80,122
5124009,Kas Elvirov,7980,4,46,65
5740382,Kiran Shahi,7980,9,40,76
444569,Kuttan Sujith,7979,18,66,96
455615,Alex Cruise,7979,1,28,40
555807,SeanR,7979,6,30,42
608312,Jake Lee,7979,9,49,94
742660,Ole,7979,2,30,34
950199,Martin Matula,7979,1,34,36
5461205,Dirk Reichel,7979,1,17,31
21905,Tony L.,7978,5,26,28
40934,nailitdown,7978,11,38,38
803174,Krzysztof Madejski,7978,3,33,35
1520714,Mike Campbell,7978,2,40,52
1886396,betaorbust,7978,1,22,15
6689725,Z4-tier,7978,3,30,45
90475,GregC,7977,2,59,70
155899,nfplee,7977,12,71,134
1387002,Asik,7977,4,29,35
4553982,KUTlime,7977,1,25,36
244355,goggin13,7976,7,31,44
530543,Rohan,7976,5,26,34
1015071,Jesse Black,7976,3,36,45
119479,Gabe Martin-Dempesy,7975,4,35,24
859027,mcfedr,7975,3,32,28
1254812,dcow,7975,3,46,68
1910855,nightlyop,7975,5,29,36
3671416,Gabriele Ciech,7975,3,16,15
5201431,Sean Wei,7975,1,23,42
23414,ria,7974,12,42,46
576589,Hirvesh,7974,16,62,74
359131,aPoC,7973,3,18,8
2606098,Tinwor,7973,6,38,56
3599535,Riyafa Abdul Hameed,7973,7,43,59
4419834,The Reason,7973,4,27,42
5481471,G. Sliepen,7973,1,18,33
2603965,grebulon,7972,5,46,70
5808894,linktoahref,7972,3,32,53
746470,hmthr,7971,5,20,13
930391,Rotemmiz,7971,3,38,36
1009132,albodelu,7971,7,43,85
2590824,sariDon,7971,2,21,31
2917268,Jitender,7971,32,115,218
9296093,matszwecja,7971,2,13,22
4276,Tim Howland,7970,4,29,46
108538,rasjani,7970,4,23,38
645715,prototype,7970,15,65,99
2796832,Jonah Graham,7970,0,25,56
22688,Daniel Lee,7969,2,51,57
483408,Andrey Morozov,7969,5,57,76
520848,mjb,7969,9,48,62
2782359,Luxi Liu,7968,2,17,13
8041,Daniel Moura,7966,5,37,60
22325,Jesse Hattabaugh,7966,8,36,39
160807,TLiebe,7966,1,24,29
401329,junjie,7966,2,27,26
1401202,kpg,7966,7,36,71
2522405,Huy Tower,7966,17,62,88
3060739,Haven,7966,5,28,37
26335,CodeAndCats,7965,9,44,60
147805,Codeguard,7965,3,39,42
319650,rabidmachine9,7965,11,47,59
362298,Ricardo,7965,8,42,61
5513788,Code Poet,7965,2,38,62
9161478,Yoel,7965,6,31,62
422870,Saurabh,7964,2,24,31
632467,Anshul,7964,13,43,67
1919972,Jackpap,7964,5,20,12
3852907,Anirudh Sharma,7964,13,42,44
17787,CheGueVerra,7963,4,39,49
48988,barneytron,7963,3,26,25
100347,Don Mackenzie,7963,7,32,32
158109,Xenoprimate,7963,15,59,100
369692,Miro A.,7963,2,25,21
392025,Aurel B&#237;l&#253;,7963,1,22,36
1213364,Vineesh TP,7963,14,75,139
6915572,Shubhamhackz,7963,8,60,75
2519412,shimi_tap,7962,5,24,23
4137497,tsveti_iko,7962,5,52,42
78534,Maciej,7961,1,33,36
235310,ThinkCode,7961,21,75,92
259579,Bob,7961,5,39,49
285619,RDL,7961,3,31,32
416521,Bernard,7961,2,37,33
816116,Gasim,7961,14,70,144
959558,NathanAldenSr,7961,5,43,53
232706,Rob Van Dam,7960,3,34,34
692410,Will Richardson,7960,7,43,58
1243836,MarkG,7960,2,17,11
1761307,Eray Balkanli,7960,12,58,92
3005057,egur,7960,2,29,47
3121975,Woody1193,7960,7,57,121
6513173,Pim van der Heijden,7960,4,18,23
74421,dizy,7959,10,54,54
175111,bluwater2001,7959,5,26,21
282336,MikeP,7959,0,34,34
294120,Ryan,7959,11,65,117
3640161,Tiago Lopo,7959,1,37,52
33624,Patrick Cornelissen,7958,7,50,73
473659,Mojiiz,7958,6,28,25
492561,Gautam,7958,14,67,106
1152862,Navid Rahmani,7958,9,40,57
2326610,Wayne Ellery,7958,1,29,45
6414732,Rainer Wittmann,7958,4,21,34
90909,qrtt1,7957,9,45,64
193605,Petr,7957,14,48,54
392337,wwwxml,7957,3,17,3
798353,Nick,7957,3,16,4
827583,divz,7957,23,56,79
1384984,tibtof,7957,1,34,50
2324298,Clock Slave,7957,16,76,116
31039,Gabriel Sosa,7956,4,40,48
133764,Adrian Kosmaczewski,7956,4,33,59
905488,Mick Mnemonic,7956,2,28,34
1491095,Alegro,7956,18,54,78
5456001,Brandon,7956,10,53,75
6400,Sietse,7955,12,54,65
936083,Casey Kuball,7955,5,43,70
2206209,Siddiqui Noor,7955,6,28,47
13728,ryan_s,7954,3,29,28
357313,Michel de Ruiter,7954,6,54,78
856170,coolguy,7954,9,47,72
1291189,Vuk Stanković,7954,10,44,70
2757925,HiFile.app - best file manager,7954,3,43,88
3901856,Muhsin Keloth,7954,7,40,60
197159,Sigurd,7953,3,26,35
644992,Christopher Armstrong,7953,2,27,28
989697,Robert Ilbrink,7953,2,25,32
1501457,Java Questions,7953,43,119,177
63548,beetstra,7952,5,41,44
1289080,calmrat,7952,3,19,13
1657364,Guido Simone,7952,2,21,21
1883647,ajp15243,7952,1,35,38
3579910,TemporalWolf,7952,1,32,52
67476,harshit,7951,23,72,97
335545,Bern,7951,5,38,47
346725,vpit3833,7951,2,26,25
562644,Ryan,7951,9,57,64
1240662,Alan,7951,1,30,48
1840899,sheetal_158,7951,6,31,48
3518757,oikonomiyaki,7951,15,66,108
9290986,Chronocidal,7951,1,15,29
333599,Calimo,7950,4,41,64
4023065,Ronin,7950,6,41,54
41475,nbevans,7949,3,29,33
97592,cgrand,7949,0,29,32
262892,awj,7949,14,76,133
1262783,Guilherme,7949,9,58,101
1330560,Tedinoz,7949,3,28,40
1497484,LiJung,7949,7,29,31
10831557,Pushprajsinh Chudasama,7949,4,23,48
1978142,user1978142,7948,3,19,20
2716792,alpha bravo,7948,1,23,25
3751428,Miknash,7948,3,36,49
9935654,Carson,7948,2,56,54
20570,Robert Gowland,7947,6,42,58
250827,netvope,7947,7,35,42
422184,LoveAndCoding,7947,3,33,55
468302,BZink,7947,10,40,55
504855,Timo Ohr,7947,2,32,20
752756,Will Munn,7947,4,30,38
1386298,Srik,7947,2,21,31
3829426,hlagos,7947,3,25,45
4599,Kevin,7946,11,37,41
141284,Benjie,7946,5,30,45
223960,Brian C.,7946,5,41,50
780719,Codie CodeMonkey,7946,2,30,47
1297267,Parag,7946,9,25,29
5512455,Doctor,7946,5,43,61
3363,Jamie,7945,4,24,16
296725,morphatic,7945,4,51,64
4251484,ZILONG PAN,7945,1,13,7
8803,George,7944,5,31,25
154694,Nick Zadrozny,7944,0,34,37
560383,thomas-peter,7944,6,47,59
689185,rianjs,7944,5,28,40
725383,toadflakz,7944,1,28,41
2128900,Michał Ciuba,7944,2,35,61
2211053,Gavin,7944,4,54,77
2303714,HennyH,7944,2,31,40
2783312,DrIDK,7944,2,16,15
7357920,Farhana Naaz Ansari,7944,26,71,110
40047,John K&#228;ll&#233;n,7943,0,35,67
613495,Boro,7943,4,45,87
632182,Christoffer,7943,5,42,45
690329,afzalulh,7943,2,27,37
764056,Shadrack Orina,7943,2,32,36
13491,WolfmanDragon,7942,14,51,61
632998,Linens,7942,12,52,73
936787,cavila,7942,5,23,20
984975,AturSams,7942,18,67,105
29467,Nathan Fisher,7941,4,50,70
188268,m3kh,7941,2,33,38
326257,Mikulas Dite,7941,9,61,102
598280,Gergely Feh&#233;rv&#225;ri,7941,6,52,77
696792,StKiller,7941,10,44,56
906693,roadrunner66,7941,4,33,39
1230252,LittleLebowski,7941,13,48,74
1609496,Mini John,7941,10,62,110
3345302,Sagar Jain,7941,12,53,87
3379675,Miff,7941,0,21,23
337546,user_1357,7940,15,65,112
445144,scaryguy,7940,3,40,52
628242,Lokesh,7940,7,49,84
1153530,Behe,7940,3,36,48
1281907,talemyn,7940,4,32,52
1846914,Liosan,7940,2,19,16
3498962,Essex Boy,7940,2,22,26
111432,Michael J,7939,2,25,30
211599,Harish,7939,10,39,48
253954,fqxp,7939,3,28,42
511012,Ian Newson,7939,2,54,85
563282,technopeasant,7939,33,93,151
2133379,metadept,7939,2,20,25
2389552,Georg Ringer,7939,1,17,34
20092,jesal,7938,6,52,56
465191,MeloS,7938,8,58,104
1484555,almel,7938,14,48,59
3405291,Megidd,7938,15,79,169
3758898,Kishan Vaghela,7938,5,44,70
5210117,miskender,7938,2,23,24
26353,foxdonut,7937,7,36,33
67796,TheGuyNextDoor,7937,13,70,107
80617,ghempton,7937,7,50,53
292263,Catalin Morosan,7937,11,56,74
433348,Kevin Welker,7937,1,42,56
1120333,imxylz,7937,4,30,25
1268771,kik,7937,2,32,32
2859018,Sriraman,7937,5,43,60
5809720,Sagar Gangwal,7937,3,27,42
524708,mjisrawi,7936,3,26,27
1282166,Shudy,7936,20,66,100
2290372,LorenzOliveto,7936,1,22,48
3669559,Oğuzhan D&#246;ng&#252;l,7936,4,39,52
6629,Kinjal Dixit,7935,2,62,68
31625,Shonzilla,7935,1,25,25
85472,Maks,7935,6,44,68
99966,Nican,7935,3,28,26
235026,Mingjiang Shi,7935,2,29,32
349820,Andrey Atapin,7935,3,29,34
1409674,Tomek Buszewski,7935,15,69,115
2486394,Sviatoslav Yakymiv,7935,2,24,44
6117565,bikram,7935,2,59,66
75,Ryan Ahearn,7934,7,53,57
